SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Edu_expenditure(%),Edu_cor
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,1999,1999,23.95033,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2001,2001,21.25661,6.58583,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2002,2002,20.50898,6.55111,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2003,2003,19.61357,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2004,2004,19.20824,5.53507,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2014,2014,51.0297,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2015,2015,55.14833,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2016,2016,57.28532,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2017,2017,55.3605,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2018,2018,54.36414,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2019,2019,55.30755,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1971,1971,3.54739,3.28734,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1972,1972,4.73129,2.81575,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1973,1973,5.24294,3.30369,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1974,1974,5.34023,3.5216,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1975,1975,5.24223,2.13554,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1976,1976,7.45305,3.11508,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1977,1977,8.46132,3.36867,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1978,1978,9.85693,4.08185,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1979,1979,7.86851,3.42856,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1980,1980,8.03416,2.79102,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1981,1981,8.61684,2.71914,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1982,1982,10.14194,3.03351,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1983,1983,10.94228,5.09027,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1984,1984,12.23882,5.14888,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1985,1985,14.18875,5.00762,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1986,1986,14.88364,5.40084,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1987,1987,13.44935,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1988,1988,12.906,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1989,1989,12.02709,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1990,1990,8.37392,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1992,1992,8.10475,14.19883,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1993,1993,9.13718,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1994,1994,13.398,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1995,1995,16.37436,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1996,1996,20.0623,5.85961,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1997,1997,18.81964,5.58263,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1999,1999,16.362,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2001,2001,13.85762,6.58583,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2002,2002,13.23591,6.55111,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2003,2003,12.30193,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2004,2004,12.23786,5.53507,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2014,2014,35.39302,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2015,2015,36.90364,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2016,2016,36.73145,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2017,2017,36.65578,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2018,2018,35.82565,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2019,2019,37.21078,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1971,1971,4.2735,3.28734,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1972,1972,5.52878,2.81575,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1973,1973,6.68755,3.30369,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1974,1974,8.52071,3.5216,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1975,1975,8.90797,2.13554,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1976,1976,11.03739,3.11508,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1977,1977,12.50744,3.36867,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1978,1978,14.52072,4.08185,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1979,1979,13.86062,3.42856,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1980,1980,14.08118,2.79102,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1981,1981,14.78683,2.71914,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1982,1982,14.81206,3.03351,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1983,1983,16.01314,5.09027,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1984,1984,15.422,5.14888,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1985,1985,16.50313,5.00762,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1986,1986,17.60848,5.40084,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1987,1987,17.49629,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1988,1988,17.32112,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1989,1989,17.31668,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1990,1990,15.93129,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1992,1992,15.86645,14.19883,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1993,1993,17.63557,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1994,1994,20.21945,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1995,1995,25.7855,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1996,1996,29.94414,5.85961,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1997,1997,31.11229,5.58263,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1999,1999,33.20581,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2001,2001,30.80952,6.58583,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2002,2002,30.09047,6.55111,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2003,2003,29.16327,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2004,2004,28.09773,5.53507,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2014,2014,68.93841,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2015,2015,76.50117,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2016,2016,81.53469,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2017,2017,77.46966,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2018,2018,76.13706,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2019,2019,76.47448,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1993,1993,26.68032,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1994,1994,25.12906,5.58819,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1995,1995,23.63657,6.15643,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1996,1996,25.04234,4.90261,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1997,1997,27.67095,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1998,1998,31.41486,4.91963,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1999,1999,30.53116,4.08522,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2000,2000,35.80522,3.50839,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2001,2001,41.7854,3.85418,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2002,2002,46.71076,4.44546,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2003,2003,44.73227,4.47542,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2004,2004,44.48707,4.62244,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2005,2005,47.485,4.87384,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2006,2006,48.87653,5.54986,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2007,2007,48.56711,6.467,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2008,2008,54.0069,5.91319,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2009,2009,50.88197,6.23268,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2010,2010,47.75469,5.81883,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2011,2011,45.84192,6.79062,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2012,2012,49.06526,7.38423,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2013,2013,53.58782,6.7802,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2014,2014,52.0338,5.5316,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2015,2015,52.98461,5.98551,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2016,2016,50.74468,6.58615,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2017,2017,47.51968,6.02619,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2018,2018,46.73536,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2019,2019,47.44449,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1986,1986,27.43626,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1988,1988,27.77244,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1989,1989,27.24209,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1990,1990,26.78469,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1991,1991,25.69686,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1992,1992,24.96566,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1993,1993,23.19108,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1994,1994,22.07524,5.58819,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1995,1995,21.13801,6.15643,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1996,1996,22.74058,4.90261,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1997,1997,25.09053,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1998,1998,29.102,4.91963,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1999,1999,29.77473,4.08522,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2000,2000,35.40403,3.50839,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2001,2001,40.73121,3.85418,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2002,2002,43.6469,4.44546,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2003,2003,40.97587,4.47542,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2004,2004,40.78459,4.62244,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2005,2005,42.58229,4.87384,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2006,2006,43.5889,5.54986,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2007,2007,42.9412,6.467,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2008,2008,46.72306,5.91319,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2009,2009,44.34661,6.23268,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2010,2010,42.1598,5.81883,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2011,2011,41.3146,6.79062,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2012,2012,43.95517,7.38423,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2013,2013,47.48235,6.7802,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2014,2014,45.87522,5.5316,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2015,2015,46.66787,5.98551,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2016,2016,45.11104,6.58615,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2017,2017,42.81687,6.02619,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2018,2018,41.26702,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2019,2019,42.32134,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1993,1993,19.78108,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1994,1994,19.08099,5.58819,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1995,1995,18.68642,6.15643,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1996,1996,20.47958,4.90261,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1997,1997,22.5585,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1998,1998,26.83435,4.91963,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1999,1999,29.03297,4.08522,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2000,2000,35.0105,3.50839,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2001,2001,39.69709,3.85418,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2002,2002,40.64221,4.44546,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2003,2003,37.29151,4.47542,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2004,2004,37.15154,4.62244,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2005,2005,37.76602,4.87384,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2006,2006,38.38382,5.54986,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2007,2007,37.40443,6.467,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2008,2008,39.53504,5.91319,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2009,2009,37.87484,6.23268,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2010,2010,36.60662,5.81883,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2011,2011,36.8242,6.79062,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2012,2012,38.91665,7.38423,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2013,2013,41.51221,6.7802,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2014,2014,39.90232,5.5316,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2015,2015,40.58371,5.98551,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2016,2016,39.70571,6.58615,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2017,2017,38.29963,6.02619,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2018,2018,36.00659,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2019,2019,37.38893,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1971,1971,0.06567,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1972,1972,0.07083,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1973,1973,0.05905,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1974,1974,0.12913,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1975,1975,0.16458,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1980,1980,0.19633,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1981,1981,0.28336,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1982,1982,0.57777,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1983,1983,0.74484,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1985,1985,1.01373,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1986,1986,1.05723,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1988,1988,1.01106,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1990,1990,0.74171,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1993,1993,0.79658,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1994,1994,0.72554,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1995,1995,0.95679,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1996,1996,1.4642,2.42975,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1997,1997,1.5756,2.1302,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1998,1998,1.23203,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1999,1999,1.52769,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2000,2000,1.84503,1.50369,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2001,2001,2.29077,1.99028,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2002,2002,2.98963,2.82522,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2003,2003,3.55678,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2004,2004,4.38712,2.413,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2005,2005,6.44694,2.41409,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2006,2006,7.21419,2.95879,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2007,2007,9.59452,3.07842,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2008,2008,11.56532,2.27855,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2009,2009,14.45276,1.65485,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2010,2010,14.37842,1.70979,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2011,2011,14.9919,1.70802,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2012,2012,15.87804,1.82147,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2013,2013,17.71403,3.23381,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2014,2014,17.65301,2.93781,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2015,2015,17.66563,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2016,2016,17.1716,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2017,2017,16.0495,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2018,2018,15.51763,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2019,2019,15.25498,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1971,1971,0.28928,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1972,1972,0.29525,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1973,1973,0.24025,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1974,1974,0.51897,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1975,1975,0.43071,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1980,1980,0.5575,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1981,1981,0.61093,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1982,1982,1.20984,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1983,1983,1.60645,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1985,1985,1.89163,#N/A,
