NATMON_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2010,2010,0.48892,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2012,2012,0.53718,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2013,2013,0.49384,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2014,2014,0.3601,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2017,2017,0.29391,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1994,1994,0.64631,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1995,1995,0.54201,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1996,1996,0.71253,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1998,1998,0.94467,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1999,1999,0.65629,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2000,2000,0.51639,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2001,2001,0.66361,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2002,2002,0.87213,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2003,2003,0.89101,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2004,2004,0.91605,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2005,2005,0.93492,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2006,2006,0.99757,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2007,2007,1.02847,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2008,2008,0.97217,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2009,2009,0.97363,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2010,2010,0.9029,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2012,2012,0.88804,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2013,2013,0.86629,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2014,2014,0.25643,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2016,2016,0.19908,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2017,2017,0.18269,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1994,1994,0.42875,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1995,1995,0.45944,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1996,1996,0.33336,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1998,1998,0.31976,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,1999,1999,0.2747,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2000,2000,0.22339,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2001,2001,0.25716,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2002,2002,0.29124,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2003,2003,0.27673,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2004,2004,0.2726,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2005,2005,0.30136,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2006,2006,0.33529,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2007,2007,0.37806,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2008,2008,0.38847,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2009,2009,0.43282,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2010,2010,0.47107,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2011,2011,0.57717,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2012,2012,0.69353,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2013,2013,0.72517,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2014,2014,0.58985,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KGZ,Kyrgyzstan,2017,2017,0.79645,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,1994,1994,5.58819,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,1995,1995,6.15643,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,1996,1996,4.90261,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,1998,1998,4.91963,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,1999,1999,4.08522,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2000,2000,3.50839,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2001,2001,3.85418,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2002,2002,4.44546,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2003,2003,4.47542,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2004,2004,4.62244,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2005,2005,4.87384,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2006,2006,5.54986,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2007,2007,6.467,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2008,2008,5.91319,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2009,2009,6.23268,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2010,2010,5.81883,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2011,2011,6.79062,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2012,2012,7.38423,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2013,2013,6.7802,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2014,2014,5.5316,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2015,2015,5.98551,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2016,2016,6.58615,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),KGZ,Kyrgyzstan,2017,2017,6.02619,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),KGZ,Kyrgyzstan,2013,2013,0.29539,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),KGZ,Kyrgyzstan,2014,2014,0.25291,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),KGZ,Kyrgyzstan,2015,2015,0.23743,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),KGZ,Kyrgyzstan,2016,2016,0.22329,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),KGZ,Kyrgyzstan,2017,2017,0.21126,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1992,1992,1.3004,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1996,1996,0.6715,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1997,1997,0.67781,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2002,2002,0.5367,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,0.5209,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2010,2010,0.51112,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,0.61656,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,0.62284,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,1.21977,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,1.1339,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,0.01564,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,0.01418,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,0.01231,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,0.02474,,
XGDP_2T4_V_FSGOV,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,0.02885,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1992,1992,2.33457,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1996,1996,2.42975,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1997,1997,2.1302,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2000,2000,1.50369,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2001,2001,1.99028,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2002,2002,2.82522,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2004,2004,2.413,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2005,2005,2.41409,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2006,2006,2.95879,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2007,2007,3.07842,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2008,2008,2.27855,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,1.65485,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2010,2010,1.70979,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,1.70802,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,1.82147,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,3.23381,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,2.93781,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1992,1992,0.80671,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1996,1996,1.15084,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1997,1997,0.89587,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2002,2002,1.2723,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2005,2005,1.50959,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,0.64472,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2010,2010,0.7945,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,0.61374,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,0.79346,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,1.33683,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,1.19401,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2002,2002,0.31263,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,0.24823,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2010,2010,0.24811,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,0.30222,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,0.28027,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,0.59384,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,0.53237,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2000,2000,0.02475,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2001,2001,0.2152,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2002,2002,0.22762,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,0.01291,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2010,2010,0.0101,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,0.01107,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,0.0066,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,0.01078,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,0.01162,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1992,1992,0.07281,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1996,1996,0.22043,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1997,1997,0.16877,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2000,2000,0.18532,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2001,2001,0.34094,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2002,2002,0.3568,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,0.3844,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2010,2010,0.27734,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,0.3568,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,0.28654,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,0.45435,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,0.40578,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1992,1992,0.04965,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1996,1996,0.07406,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,1997,1997,0.0676,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2002,2002,0.05346,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2004,2004,0.04443,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2005,2005,0.03753,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,0.09192,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2010,2010,0.11673,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,0.10985,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,0.11202,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,0.21209,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,0.1925,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2002,2002,0.22407,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2009,2009,0.27267,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2010,2010,0.26302,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2011,2011,0.31435,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2012,2012,0.34257,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2013,2013,0.62593,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),LAO,Lao People's Democratic Republic,2014,2014,0.60153,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LBN,Lebanon,2002,2002,0.41806,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LBN,Lebanon,2004,2004,0.48554,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LBN,Lebanon,2006,2006,0.49798,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LBN,Lebanon,2008,2008,0.37434,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LBN,Lebanon,2009,2009,0.3215,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),LBN,Lebanon,2011,2011,0.31193,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LBN,Lebanon,1993,1993,,n,Magnitude nil or negligible
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LBN,Lebanon,1994,1994,,n,Magnitude nil or negligible
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LBN,Lebanon,1995,1995,,n,Magnitude nil or negligible
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),LBN,Lebanon,1996,1996,,n,Magnitude nil or negligible
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2002,2002,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2004,2004,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2005,2005,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2006,2006,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2007,2007,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2008,2008,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2009,2009,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2010,2010,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2011,2011,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2012,2012,,a,Category not applicable
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),LBN,Lebanon,2013,2013,,a,Category not applicable
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,1993,1993,0.4335,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,1994,1994,0.48171,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,1995,1995,0.44735,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,1996,1996,0.39748,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2002,2002,0.72645,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2004,2004,0.66168,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2005,2005,0.76111,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2006,2006,0.75779,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2007,2007,0.65449,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2008,2008,0.58379,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2009,2009,0.4705,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2010,2010,0.4387,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2011,2011,0.43782,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2012,2012,0.65983,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),LBN,Lebanon,2013,2013,0.69912,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LBN,Lebanon,1993,1993,0.30826,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LBN,Lebanon,1994,1994,0.36239,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LBN,Lebanon,1995,1995,,n,Magnitude nil or negligible
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LBN,Lebanon,1996,1996,,n,Magnitude nil or negligible
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LBN,Lebanon,2012,2012,0.31638,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),LBN,Lebanon,2013,2013,0.41575,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LBN,Lebanon,1993,1993,1.66652,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LBN,Lebanon,1994,1994,1.93126,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),LBN,Lebanon,1995,1995,2.22463,,
