SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2003,2003,19.61357
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2004,2004,19.20824
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2014,2014,51.0297
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2015,2015,55.14833
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2016,2016,57.28532
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2017,2017,55.3605
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2018,2018,54.36414
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KWT,Kuwait,2019,2019,55.30755
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1971,1971,3.54739
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1972,1972,4.73129
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1973,1973,5.24294
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1974,1974,5.34023
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1975,1975,5.24223
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1976,1976,7.45305
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1977,1977,8.46132
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1978,1978,9.85693
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1979,1979,7.86851
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1980,1980,8.03416
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1981,1981,8.61684
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1982,1982,10.14194
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1983,1983,10.94228
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1984,1984,12.23882
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1985,1985,14.18875
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1986,1986,14.88364
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1987,1987,13.44935
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1988,1988,12.906
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1989,1989,12.02709
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1990,1990,8.37392
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1992,1992,8.10475
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1993,1993,9.13718
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1994,1994,13.398
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1995,1995,16.37436
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1996,1996,20.0623
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1997,1997,18.81964
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,1999,1999,16.362
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2001,2001,13.85762
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2002,2002,13.23591
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2003,2003,12.30193
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2004,2004,12.23786
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2014,2014,35.39302
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2015,2015,36.90364
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2016,2016,36.73145
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2017,2017,36.65578
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2018,2018,35.82565
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KWT,Kuwait,2019,2019,37.21078
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1971,1971,4.2735
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1972,1972,5.52878
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1973,1973,6.68755
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1974,1974,8.52071
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1975,1975,8.90797
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1976,1976,11.03739
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1977,1977,12.50744
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1978,1978,14.52072
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1979,1979,13.86062
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1980,1980,14.08118
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1981,1981,14.78683
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1982,1982,14.81206
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1983,1983,16.01314
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1984,1984,15.422
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1985,1985,16.50313
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1986,1986,17.60848
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1987,1987,17.49629
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1988,1988,17.32112
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1989,1989,17.31668
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1990,1990,15.93129
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1992,1992,15.86645
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1993,1993,17.63557
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1994,1994,20.21945
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1995,1995,25.7855
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1996,1996,29.94414
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1997,1997,31.11229
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,1999,1999,33.20581
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2001,2001,30.80952
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2002,2002,30.09047
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2003,2003,29.16327
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2004,2004,28.09773
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2014,2014,68.93841
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2015,2015,76.50117
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2016,2016,81.53469
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2017,2017,77.46966
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2018,2018,76.13706
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KWT,Kuwait,2019,2019,76.47448
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1993,1993,26.68032
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1994,1994,25.12906
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1995,1995,23.63657
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1996,1996,25.04234
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1997,1997,27.67095
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1998,1998,31.41486
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,1999,1999,30.53116
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2000,2000,35.80522
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2001,2001,41.7854
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2002,2002,46.71076
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2003,2003,44.73227
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2004,2004,44.48707
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2005,2005,47.485
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2006,2006,48.87653
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2007,2007,48.56711
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2008,2008,54.0069
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2009,2009,50.88197
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2010,2010,47.75469
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2011,2011,45.84192
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2012,2012,49.06526
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2013,2013,53.58782
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2014,2014,52.0338
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2015,2015,52.98461
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2016,2016,50.74468
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2017,2017,47.51968
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2018,2018,46.73536
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KGZ,Kyrgyzstan,2019,2019,47.44449
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1986,1986,27.43626
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1988,1988,27.77244
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1989,1989,27.24209
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1990,1990,26.78469
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1991,1991,25.69686
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1992,1992,24.96566
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1993,1993,23.19108
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1994,1994,22.07524
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1995,1995,21.13801
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1996,1996,22.74058
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1997,1997,25.09053
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1998,1998,29.102
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,1999,1999,29.77473
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2000,2000,35.40403
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2001,2001,40.73121
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2002,2002,43.6469
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2003,2003,40.97587
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2004,2004,40.78459
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2005,2005,42.58229
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2006,2006,43.5889
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2007,2007,42.9412
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2008,2008,46.72306
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2009,2009,44.34661
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2010,2010,42.1598
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2011,2011,41.3146
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2012,2012,43.95517
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2013,2013,47.48235
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2014,2014,45.87522
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2015,2015,46.66787
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2016,2016,45.11104
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2017,2017,42.81687
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2018,2018,41.26702
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KGZ,Kyrgyzstan,2019,2019,42.32134
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1993,1993,19.78108
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1994,1994,19.08099
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1995,1995,18.68642
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1996,1996,20.47958
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1997,1997,22.5585
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1998,1998,26.83435
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,1999,1999,29.03297
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2000,2000,35.0105
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2001,2001,39.69709
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2002,2002,40.64221
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2003,2003,37.29151
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2004,2004,37.15154
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2005,2005,37.76602
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2006,2006,38.38382
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2007,2007,37.40443
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2008,2008,39.53504
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2009,2009,37.87484
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2010,2010,36.60662
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2011,2011,36.8242
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2012,2012,38.91665
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2013,2013,41.51221
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2014,2014,39.90232
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2015,2015,40.58371
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2016,2016,39.70571
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2017,2017,38.29963
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2018,2018,36.00659
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KGZ,Kyrgyzstan,2019,2019,37.38893
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1971,1971,0.06567
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1972,1972,0.07083
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1973,1973,0.05905
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1974,1974,0.12913
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1975,1975,0.16458
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1980,1980,0.19633
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1981,1981,0.28336
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1982,1982,0.57777
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1983,1983,0.74484
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1985,1985,1.01373
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1986,1986,1.05723
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1988,1988,1.01106
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1990,1990,0.74171
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1993,1993,0.79658
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1994,1994,0.72554
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1995,1995,0.95679
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1996,1996,1.4642
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1997,1997,1.5756
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1998,1998,1.23203
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,1999,1999,1.52769
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2000,2000,1.84503
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2001,2001,2.29077
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2002,2002,2.98963
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2003,2003,3.55678
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2004,2004,4.38712
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2005,2005,6.44694
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2006,2006,7.21419
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2007,2007,9.59452
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2008,2008,11.56532
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2009,2009,14.45276
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2010,2010,14.37842
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2011,2011,14.9919
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2012,2012,15.87804
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2013,2013,17.71403
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2014,2014,17.65301
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2015,2015,17.66563
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2016,2016,17.1716
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2017,2017,16.0495
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2018,2018,15.51763
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",LAO,Lao People's Democratic Republic,2019,2019,15.25498
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1971,1971,0.28928
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1972,1972,0.29525
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1973,1973,0.24025
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1974,1974,0.51897
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1975,1975,0.43071
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1980,1980,0.5575
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1981,1981,0.61093
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1982,1982,1.20984
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1983,1983,1.60645
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1985,1985,1.89163
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1986,1986,1.86635
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1988,1988,1.69995
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1990,1990,1.50741
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1993,1993,1.86361
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1994,1994,1.92226
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1995,1995,2.36149
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1996,1996,3.35112
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1997,1997,3.57299
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1998,1998,2.8525
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,1999,1999,3.16422
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2000,2000,3.52557
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2001,2001,3.90333
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2002,2002,5.32434
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2003,2003,6.32619
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2004,2004,7.11703
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2005,2005,9.15231
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2006,2006,10.72931
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2007,2007,13.3795
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2008,2008,15.03054
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2009,2009,18.30806
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2010,2010,18.8877
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2011,2011,20.57667
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2012,2012,19.43198
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2013,2013,20.31335
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",LAO,Lao People's Democratic Republic,2014,2014,19.0834
